86,"E","AKRON ELEMENTARY SCHOOL",3030,"AKRON R-1","",0,9,408,7,9,6,7,12,8,7,7,9,NA,3,3,3,NA,NA,NA,NA,260,0,0.3846154,0.3846154,12.6923077,83.4615385,0,3.0769231,58.8,NA
86,"M","AKRON ELEMENTARY SCHOOL",3030,"AKRON R-1","",0,6,1026,6,6,6,6,6,6,5,6,5,NA,2,2,2,NA,NA,NA,NA,260,0,0.3846154,0.3846154,12.6923077,83.4615385,0,3.0769231,58.8,NA
90,"H","AKRON HIGH SCHOOL",3030,"AKRON R-1","",0,6,202,6,6,6,7,6,7,8,5,9,100,2,3,2,2,2,2,2,121,0,0,0,12.3966942,86.7768595,0,0.8264463,33.1,NA
108,"H","ALAMEDA HIGH SCHOOL",1420,"JEFFERSON COUNTY R-1","",0,4,319,3,3,5,3,3,3,5,3,3,63.4,2,2,2,2,2,2,2,739,2.300406,6.7658999,2.7063599,64.8173207,21.6508796,1.082544,0.67659,73.1,0.5
109,"E","ARVADA K-8",1420,"JEFFERSON COUNTY R-1","",0,1,1457,1,3,2,1,5,1,1,2,1,NA,2,2,2,NA,NA,NA,NA,614,3.0944625,3.0944625,1.9543974,44.6254072,44.1368078,0.3257329,2.7687296,84.5,NA
109,"M","ARVADA K-8",1420,"JEFFERSON COUNTY R-1","",0,2,1379,2,3,1,1,4,4,5,6,3,NA,2,2,2,NA,NA,NA,NA,614,3.0944625,3.0944625,1.9543974,44.6254072,44.1368078,0.3257329,2.7687296,84.5,NA
110,"H","ACADEMY ONLINE HIGH SCHOOL",1040,"ACADEMY 20","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,35,0,5.7142857,0,14.2857143,74.2857143,0,5.7142857,20,NA
114,"M","ORTEGA MIDDLE SCHOOL",100,"ALAMOSA RE-11J","",0,6,745,6,6,3,6,6,8,9,6,9,NA,2,3,2,NA,NA,NA,NA,453,0.8830022,0.6622517,0,65.3421634,33.1125828,0,0,70.9,NA
115,"E","ALAMOSA ELEMENTARY SCHOOL",100,"ALAMOSA RE-11J","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,"H","ALAMOSA HIGH SCHOOL",100,"ALAMOSA RE-11J","",0,5,283,6,5,6,6,6,4,4,5,4,80.8,3,2,2,2,2,2,2,576,0.1736111,1.7361111,0.3472222,57.8125,39.4097222,0.1736111,0.3472222,56.8,0.483333
124,"E","STARS EARLY LEARNING CENTER",30,"ADAMS COUNTY 14","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,1.2820513,0,2.5641026,84.6153846,7.6923077,0,3.8461538,NA,NA
125,"H","ARAPAHOE RIDGE HIGH SCHOOL",480,"BOULDER VALLEY RE 2","",0,2,334,1,1,2,1,1,5,6,2,9,32.2,NA,NA,1,2,2,2,2,211,0,3.3175355,1.4218009,51.1848341,43.1279621,0,0.9478673,50.7,NA
135,"M","BEN FRANKLIN ACADEMY",900,"DOUGLAS COUNTY RE 1","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,"M","SKY VISTA MIDDLE SCHOOL",130,"CHERRY CREEK 5","",0,7,631,7,7,6,8,9,7,6,7,6,NA,2,2,2,NA,NA,NA,NA,829,0.3618818,7.5995175,14.3546441,16.2846803,57.6598311,0.6031363,3.1363088,21.4,NA
146,"E","RIDGEVIEW CLASSICAL CHARTER SCHOOLS",1550,"POUDRE R-1","",0,6,872,7,9,6,6,7,6,3,6,6,NA,1,1,1,NA,NA,NA,NA,764,0.2617801,4.4502618,1.1780105,9.0314136,79.4502618,0,5.6282723,19.4,NA
146,"H","RIDGEVIEW CLASSICAL CHARTER SCHOOLS",1550,"POUDRE R-1","",0,13,7,13,13,12,13,13,10,11,10,6,85.7,2,2,2,1,1,1,2,764,0.2617801,4.4502618,1.1780105,9.0314136,79.4502618,0,5.6282723,19.4,NA
146,"M","RIDGEVIEW CLASSICAL CHARTER SCHOOLS",1550,"POUDRE R-1","",0,12,95,10,12,7,12,12,10,9,8,10,NA,2,2,2,NA,NA,NA,NA,764,0.2617801,4.4502618,1.1780105,9.0314136,79.4502618,0,5.6282723,19.4,NA
148,"E","ALLENDALE ELEMENTARY SCHOOL",1420,"JEFFERSON COUNTY R-1","",0,6,945,5,5,5,3,5,6,6,7,5,NA,2,1,1,NA,NA,NA,NA,208,0,0.9615385,2.4038462,42.3076923,51.4423077,0,2.8846154,70.7,NA
186,"E","ALSUP ELEMENTARY SCHOOL",30,"ADAMS COUNTY 14","",0,6,983,5,5,4,5,3,6,9,5,6,NA,2,3,3,NA,NA,NA,NA,640,0.9375,0.3125,2.03125,79.53125,15.9375,0,1.25,87.8,NA
187,"H","MAPLETON EXPEDITIONARY SCHOOL OF THE ARTS",10,"MAPLETON 1","",0,6,254,5,5,5,5,5,9,9,9,8,47.6,1,2,2,2,2,2,2,543,1.2891344,0.5524862,3.3149171,57.2744015,34.4383057,0.1841621,2.946593,65.6,NA
187,"M","MAPLETON EXPEDITIONARY SCHOOL OF THE ARTS",10,"MAPLETON 1","",0,3,1305,2,3,1,3,5,5,5,6,5,NA,1,2,2,NA,NA,NA,NA,543,1.2891344,0.5524862,3.3149171,57.2744015,34.4383057,0.1841621,2.946593,65.6,NA
200,"E","ALTA VISTA CHARTER SCHOOL",2660,"LAMAR RE-2","",0,9,393,12,12,10,11,9,6,6,6,7,NA,2,1,2,NA,NA,NA,NA,126,0,0,0,20.6349206,73.8095238,0,5.5555556,38.1,NA
201,"H","DANIEL C OAKES HIGH SCHOOL--CASTLE ROCK",900,"DOUGLAS COUNTY RE 1","",0,NA,NA,5,8,2,5,5,NA,NA,NA,NA,26.6,NA,NA,1,2,2,2,2,153,0,0,0,10.4575163,84.9673203,0.6535948,3.9215686,4.6,NA
202,"H","SMITH HIGH SCHOOL",1828,"VALLEY RE-1","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,17,0,0,5.8823529,23.5294118,64.7058824,0,5.8823529,41.2,NA
203,"A","LORRAINE SECONDARY SCHOOL",1000,"FOUNTAIN 8","MH",0,2,343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,132,2.2727273,2.2727273,11.3636364,26.5151515,52.2727273,0.7575758,4.5454545,50.8,NA
205,"H","RED CANYON HIGH SCHOOL",910,"EAGLE COUNTY RE 50","",0,1,364,3,3,3,3,3,1,1,1,1,44.9,1,NA,3,2,2,2,2,111,0,0,0.9009009,65.7657658,33.3333333,0,0,27.9,NA
206,"H","COLORADO'S FINEST ALTERNATIVE HIGH SCHOOL",120,"ENGLEWOOD 1","",0,3,331,5,5,4,5,5,5,3,6,5,10.6,1,2,2,2,2,2,2,387,2.3255814,1.5503876,4.9095607,38.2428941,50.129199,0,2.8423773,39,NA
209,"H","ASPEN VALLEY HIGH SCHOOL",1040,"ACADEMY 20","",0,6,219,6,6,6,6,6,9,9,10,8,45.1,3,2,2,2,2,2,2,88,1.1363636,3.4090909,2.2727273,12.5,78.4090909,0,2.2727273,15.9,NA
210,"A","VANTAGE POINT",20,"ADAMS 12 FIVE STAR SCHOOLS","EMH",0,1,363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,489,1.0224949,0.6134969,2.0449898,43.1492843,52.5562372,0.204499,0.408998,37.4,NA
212,"H","MAPLETON EARLY COLLEGE HIGH SCHOOL",10,"MAPLETON 1","",0,6,232,4,5,3,5,3,10,12,7,10,25,1,3,2,1,2,2,2,174,3.4482759,0.5747126,2.8735632,56.8965517,35.0574713,0,1.1494253,69,NA
213,"E","AXL ACADEMY",180,"ADAMS-ARAPAHOE 28J","",0,4,1265,5,5,5,5,5,5,3,5,7,NA,2,2,2,NA,NA,NA,NA,352,0.8522727,2.2727273,33.2386364,30.9659091,27.5568182,0,5.1136364,51.9,NA
213,"M","AXL ACADEMY",180,"ADAMS-ARAPAHOE 28J","",0,6,955,NA,4,1,4,NA,9,6,7,12,NA,2,2,2,NA,NA,NA,NA,352,0.8522727,2.2727273,33.2386364,30.9659091,27.5568182,0,5.1136364,51.9,NA
214,"E","ALTURA ELEMENTARY SCHOOL",180,"ADAMS-ARAPAHOE 28J","",0,4,1254,1,1,2,1,1,6,5,8,6,NA,1,1,1,NA,NA,NA,NA,493,1.0141988,0.811359,11.3590264,74.4421907,9.5334686,0.4056795,2.4340771,96.5,NA
215,"E","AMERICAN ACADEMY AT CASTLE PINES CHARTER",900,"DOUGLAS COUNTY RE 1","",0,10,154,12,12,12,11,13,8,9,6,9,NA,2,1,2,NA,NA,NA,NA,885,0.3389831,6.779661,0.2259887,6.5536723,83.2768362,0.4519774,2.3728814,1.5,NA
215,"M","AMERICAN ACADEMY AT CASTLE PINES CHARTER",900,"DOUGLAS COUNTY RE 1","",0,13,21,12,12,12,13,12,12,9,10,12,NA,2,2,2,NA,NA,NA,NA,885,0.3389831,6.779661,0.2259887,6.5536723,83.2768362,0.4519774,2.3728814,1.5,NA
219,"H","APS ONLINE SCHOOL",180,"ADAMS-ARAPAHOE 28J","",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,99,1.010101,1.010101,20.2020202,29.2929293,46.4646465,0,2.020202,41.4,NA
220,"E","AMESSE ELEMENTARY SCHOOL",880,"DENVER COUNTY 1","",0,3,1336,1,1,3,1,1,6,6,6,6,NA,2,2,2,NA,NA,NA,NA,593,0.5059022,0.3372681,21.079258,73.0185497,3.0354132,0.1686341,1.8549747,94.3,NA
225,"E","ANIMAS VALLEY ELEMENTARY SCHOOL",1520,"DURANGO 9-R","",0,9,252,9,9,9,9,9,9,9,9,7,NA,3,3,2,NA,NA,NA,NA,247,5.2631579,1.6194332,0.8097166,14.9797571,76.9230769,0,0.4048583,36.2,NA
226,"M","ALTONA MIDDLE SCHOOL",470,"ST VRAIN VALLEY RE 1J","",0,13,16,11,11,9,12,11,13,12,13,12,NA,2,3,2,NA,NA,NA,NA,643,0.311042,7.3094868,1.7107309,10.4199067,77.4494557,0.155521,2.6438569,15.2,NA
242,"E","ANTELOPE RIDGE ELEMENTARY SCHOOL",130,"CHERRY CREEK 5","",0,10,215,9,7,9,8,7,9,9,9,9,NA,2,2,2,NA,NA,NA,NA,781,0.6402049,7.2983355,5.8898848,18.0537772,61.0755442,0.3841229,6.6581306,16,NA
243,"E","COYOTE HILLS ELEMENTARY SCHOOL",130,"CHERRY CREEK 5","",0,9,247,12,12,13,12,11,6,6,7,6,NA,2,1,1,NA,NA,NA,NA,773,0.5174644,8.0206986,4.0103493,8.1500647,74.7736093,0,4.5278137,4.4,NA
248,"E","GUADALUPE ELEMENTARY SCHOOL",580,"SOUTH CONEJOS RE-10","",0,6,1055,6,6,6,6,5,6,3,6,9,NA,2,3,3,NA,NA,NA,NA,120,1.6666667,0,0,90.8333333,7.5,0,0,84.2,NA
249,"E","ANTELOPE TRAILS ELEMENTARY SCHOOL",1040,"ACADEMY 20","",0,9,434,10,10,10,10,10,7,7,6,8,NA,2,2,2,NA,NA,NA,NA,573,0.5235602,1.3961606,1.2216405,10.2966841,84.1186736,0.1745201,2.2687609,6.8,NA
250,"M","ANTONITO JUNIOR HIGH SCHOOL",580,"SOUTH CONEJOS RE-10","",0,1,1428,3,5,1,5,5,1,3,1,1,NA,1,2,1,NA,NA,NA,NA,36,0,0,0,91.6666667,8.3333333,0,0,80.6,NA
252,"H","ANTONITO HIGH SCHOOL",580,"SOUTH CONEJOS RE-10","",0,6,199,5,6,5,6,3,9,12,6,10,89.2,3,2,2,2,2,2,2,81,0,1.2345679,1.2345679,92.5925926,4.9382716,0,0,69.1,NA
262,"E","APPLETON ELEMENTARY SCHOOL",2000,"MESA COUNTY VALLEY 51","",0,9,260,6,6,7,6,7,12,9,9,13,NA,2,3,3,NA,NA,NA,NA,422,0.2369668,2.8436019,0.2369668,10.6635071,81.7535545,0.4739336,3.7914692,32.3,NA
263,"E","GLOBAL LEADERSHIP ACADEMY",10,"MAPLETON 1","",0,3,1321,2,1,5,2,1,5,5,6,5,NA,3,2,2,NA,NA,NA,NA,447,0.2237136,0,2.6845638,85.0111857,10.9619687,0,1.1185682,90.6,NA
263,"H","GLOBAL LEADERSHIP ACADEMY",10,"MAPLETON 1","",0,5,300,2,1,3,2,1,7,9,5,9,44.1,3,1,2,2,2,2,2,447,0.2237136,0,2.6845638,85.0111857,10.9619687,0,1.1185682,90.6,NA
263,"M","GLOBAL LEADERSHIP ACADEMY",10,"MAPLETON 1","",0,5,1212,1,1,1,1,1,6,5,6,7,NA,1,2,2,NA,NA,NA,NA,447,0.2237136,0,2.6845638,85.0111857,10.9619687,0,1.1185682,90.6,NA
